"NAME,TEAM,POS,SALARY,2P%,2PA,3P%,3PA,AGE,ApG,BpG,DRtg,FT%,FTA,GP,MpG,ORtg,P+A,P+R,P+R+A,PpG,RpG,SpG,TO%,TOpG,TS%,USG%,VI,eFG%,PERFORMANCE,EFFICIENCY,PERF_Z,LOG_SALARY,EXPECTED_SALARY,VALUE"
"Drew Timme,BRK,F,1955377,1.0,1.0,0.0,1.0,25.3,1.5,0.0,0.0,0.0,0.0,2.0,3.9,0.0,2.5,2.0,3.5,1.0,1.0,0.5,0.0,0.0,0.5,11.1,11.7,0.5,0.068,0.035,-1.071,14.486093571685258,3459160.697,-1503783.697"
"Jamison Battle,TOR,F,1955377,0.8,15.0,0.591,22.0,24.6,0.2,0.1,110.7,0.8,5.0,17.0,8.1,137.8,4.2,5.3,5.5,3.9,1.4,0.1,13.8,0.4,0.855,13.9,5.1,0.851,2.939,1.503,-0.804,14.486093571685258,4112033.981,-2156656.981"
"Adem Bona,PHI,F,1955377,0.568,37.0,0.333,3.0,22.7,0.2,1.5,105.6,0.583,24.0,17.0,16.1,115.1,3.6,7.2,7.4,3.5,3.7,0.4,23.0,0.7,0.583,9.6,3.4,0.563,5.533,2.83,-0.562,14.486093571685258,4807606.265,-2852229.265"
"Pelle Larsson,MIA,G,1955377,0.535,86.0,0.338,74.0,24.8,3.2,0.2,109.4,0.778,54.0,24.0,21.9,116.3,11.9,11.2,14.4,8.7,2.5,0.5,13.5,1.0,0.569,16.2,7.5,0.522,12.858,6.576,0.121,14.486093571685258,7473876.159,-5518499.159"
"Chaz Lanier,DET,G,1372870,0.4,5.0,0.324,37.0,24.0,0.8,0.0,117.5,1.0,3.0,13.0,10.3,122.2,4.1,4.4,5.2,3.3,1.1,0.3,2.3,0.1,0.496,13.6,5.5,0.476,2.13,1.552,-0.879,14.132413997091845,3916589.982,-2543719.982"
"Rasheer Fleming,PHO,F,1272870,0.5,14.0,0.222,18.0,21.4,0.2,0.2,107.4,1.0,5.0,13.0,5.9,102.5,2.5,3.5,3.7,2.4,1.2,0.3,8.5,0.2,0.453,20.1,5.6,0.406,0.941,0.739,-0.99,14.056784751350765,3645785.649,-2372915.649"
"Maxime Raynaud,SAC,C,1272870,0.551,98.0,0.357,14.0,22.7,1.0,0.5,111.6,0.759,29.0,17.0,18.0,116.2,9.5,13.2,14.2,8.5,4.6,0.4,10.4,0.8,0.581,19.1,7.5,0.549,7.36,5.782,-0.392,14.056784751350765,5366793.215,-4093923.215"
"Johni Broome,PHI,F,1272870,0.235,17.0,0.0,3.0,23.4,0.7,0.0,102.1,0.5,4.0,6.0,6.5,73.0,2.3,3.8,4.5,1.7,2.2,0.3,9.0,0.3,0.23,25.5,8.5,0.2,0.263,0.206,-1.053,14.056784751350765,3499897.271,-2227027.271"
"Noah Penda,ORL,G-F,1272870,0.44,25.0,0.6,10.0,20.9,1.1,0.2,104.4,0.636,11.0,13.0,8.7,130.6,4.7,6.8,7.9,3.6,3.2,0.1,16.6,0.5,0.59,17.2,10.7,0.571,2.34,1.838,-0.859,14.056784751350765,3966411.129,-2693541.129"
"Micah Peavy,NOP,G-F,1272870,0.494,77.0,0.2,35.0,24.4,1.1,0.1,115.9,0.714,14.0,22.0,16.1,105.5,6.0,7.3,8.4,4.9,2.5,0.6,7.4,0.4,0.453,15.0,5.9,0.433,5.822,4.574,-0.535,14.056784751350765,4892023.984,-3619153.984"
"Adou Thiero,LAL,G,1272870,0.6,5.0,0.0,0.0,21.6,0.1,0.0,103.0,0.8,5.0,9.0,5.8,121.2,1.2,1.8,1.9,1.1,0.7,0.3,35.9,0.3,0.694,8.5,2.9,0.6,0.781,0.614,-1.005,14.056784751350765,3610967.696,-2338097.696"
"Will Richard,GSW,G,1272870,0.735,49.0,0.397,73.0,23.0,1.1,0.0,106.0,0.774,31.0,23.0,19.1,131.2,9.0,10.7,11.7,8.0,2.7,1.0,10.9,0.7,0.675,14.5,6.0,0.652,11.494,9.03,-0.006,14.056784751350765,6884455.285,-5611585.285"
"Tyrese Proctor,CLE,G,1272870,0.406,32.0,0.311,61.0,21.7,1.4,0.0,109.2,0.857,21.0,18.0,12.4,109.6,7.0,6.9,8.3,5.6,1.3,0.3,7.0,0.4,0.494,20.1,7.0,0.446,3.85,3.025,-0.719,14.056784751350765,4344073.047,-3071203.047"
"Mohamed Diawara,NYK,F,1272870,0.375,8.0,0.333,6.0,20.6,0.5,0.1,0.0,0.0,2.0,17.0,3.3,0.0,1.2,1.4,1.8,0.7,0.6,0.2,26.3,0.3,0.403,15.1,7.2,0.429,0.298,0.234,-1.05,14.056784751350765,3507334.341,-2234464.341"
"Kam Jones,IND,INACTIVE,1272870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.056784751350765,3444933.285,-2172063.285"
"Nikola Djurisic,ATL,INACTIVE,1272870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.056784751350765,3444933.285,-2172063.285"
"Olivier-Maxence Prosper,DAL,F,1002360,0.5,28.0,0.111,9.0,23.4,0.5,0.1,110.3,0.917,24.0,13.0,9.4,120.3,4.5,6.5,6.9,4.1,2.4,0.2,11.8,0.4,0.557,17.9,7.2,0.419,2.108,2.103,-0.881,13.817867777537952,3911364.166,-2909004.166"
"James Wiseman,IND,C,1000000,0.667,3.0,0.0,0.0,24.7,0.0,1.0,116.5,0.0,0.0,1.0,19.9,90.0,4.0,8.0,8.0,4.0,4.0,0.0,50.0,3.0,0.667,12.6,0.0,0.667,0.212,0.212,-1.058,13.815510557964274,3489212.936,-2489212.936"
"E.J. Liddell,PHO,F,706898,0.75,4.0,0.25,8.0,25.0,0.0,0.0,109.9,0.667,3.0,7.0,4.6,119.8,2.0,3.3,3.3,2.0,1.3,0.0,0.0,0.0,0.526,17.8,0.0,0.5,0.455,0.643,-1.035,13.468641662900552,3540597.52,-2833699.52"
"Mamadi Diakite,MEM,INACTIVE,464050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,13.047747584023538,3444933.285,-2980883.285"
"Ricky Rubio,CLE,INACTIVE,424672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,12.959072385236976,3444933.285,-3020261.285"
"Monte Morris,IND,G,321184,0.417,12.0,0.25,8.0,30.5,1.5,0.2,118.7,0.5,4.0,6.0,10.8,97.4,4.5,4.2,5.7,3.0,1.2,0.2,9.0,0.3,0.414,15.3,6.5,0.4,0.773,2.406,-1.006,12.679769446613527,3609062.294,-3287878.294"
"Didi Louzada,POR,INACTIVE,268032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,12.4988616553501,3444933.285,-3176901.285"
"Mac McClung,IND,G,164060,0.625,8.0,0.2,10.0,26.9,0.3,0.3,96.3,0.75,4.0,3.0,11.3,91.0,6.7,7.7,8.0,6.3,1.3,1.7,9.8,0.7,0.481,26.7,4.8,0.444,0.605,3.685,-1.021,12.00798749355674,3572701.108,-3408641.108"
"Garrison Mathews,IND,G,263940,0.667,3.0,0.324,34.0,29.1,0.7,0.2,114.7,0.824,17.0,10.0,14.7,119.9,5.8,6.3,7.0,5.1,1.2,0.3,7.4,0.3,0.573,13.5,4.4,0.5,2.647,10.029,-0.831,12.48347708357082,4040419.369,-3776479.369"
"Jeremiah Robinson-Earl,IND,F,2305852,0.42,50.0,0.242,33.0,25.1,0.7,0.1,112.1,0.929,14.0,17.0,17.6,104.9,5.4,9.8,10.5,4.6,5.2,0.4,10.7,0.6,0.443,13.8,5.8,0.398,5.114,2.218,-0.601,14.650960797352532,4687798.221,-2381946.221"
"Jaden Springer,NOP,INACTIVE,70732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,11.166653366174868,3444933.285,-3374201.285"
